model_type,feature_set,features,n_features_before_encoding,validation_size,architecture,hidden_layers,hidden_nodes,learning_rate,epochs,train_rows,validation_rows,test_rows,train_seconds,validation_r2,validation_mae,validation_rmse,test_r2,test_mae,test_rmse
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,1x64,1,"(64,)",0.001,300,1992,352,586,0.49997950000397395,0.8696842625949457,17513.89075099645,24091.347863349347,0.8793927682076403,18038.435343065226,31096.209764364306
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,1x64,1,"(64,)",0.001,800,1992,352,586,0.49071445800655056,0.8696842625949457,17513.89075099645,24091.347863349347,0.8793927682076403,18038.435343065226,31096.209764364306
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,1x64,1,"(64,)",0.0003,300,1992,352,586,0.7410304579971125,0.8692588010515565,17429.352810441105,24130.64315393581,0.8802116693069643,18296.660509658737,30990.461159764036
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,1x64,1,"(64,)",0.0003,800,1992,352,586,0.7424468340032035,0.8692588010515565,17429.352810441105,24130.64315393581,0.8802116693069643,18296.660509658737,30990.461159764036
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,2x64_32,2,"(64, 32)",0.01,300,1992,352,586,0.26610187500773463,0.8559410956595286,17578.736325522066,25329.855913010044,0.8618882016997078,19378.634810174477,33276.3874646341
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,2x64_32,2,"(64, 32)",0.01,800,1992,352,586,0.2657120420044521,0.8559410956595286,17578.736325522066,25329.855913010044,0.8618882016997078,19378.634810174477,33276.3874646341
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,2x64_32,2,"(64, 32)",0.001,300,1992,352,586,0.5870075419952627,0.8470957917746429,18510.706529854364,26095.906327051984,0.8743897931700628,18268.755659932845,31734.616018950957
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,2x64_32,2,"(64, 32)",0.001,800,1992,352,586,0.5871692090004217,0.8470957917746429,18510.706529854364,26095.906327051984,0.8743897931700628,18268.755659932845,31734.616018950957
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,2x64_32,2,"(64, 32)",0.0003,300,1992,352,586,1.0003649999998743,0.8508163503967405,18149.095761974164,25776.46035239258,0.8716012740512191,17802.274880851583,32084.93321735048
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,2x64_32,2,"(64, 32)",0.0003,800,1992,352,586,1.0007789170049364,0.8508163503967405,18149.095761974164,25776.46035239258,0.8716012740512191,17802.274880851583,32084.93321735048
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,2x128_64,2,"(128, 64)",0.01,300,1992,352,586,0.5183717500040075,0.8692161873647712,17618.302561980017,24134.57539526729,0.8401024737659979,19166.229865510024,35804.83320188342
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,2x128_64,2,"(128, 64)",0.01,800,1992,352,586,0.5228460830112454,0.8692161873647712,17618.302561980017,24134.57539526729,0.8401024737659979,19166.229865510024,35804.83320188342
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,2x128_64,2,"(128, 64)",0.001,300,1992,352,586,0.876486166001996,0.8489069490572333,18001.635274284872,25940.89232552933,0.8637747920725144,19471.372237658496,33048.33027486398
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,2x128_64,2,"(128, 64)",0.001,800,1992,352,586,0.875614458011114,0.8489069490572333,18001.635274284872,25940.89232552933,0.8637747920725144,19471.372237658496,33048.33027486398
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,2x128_64,2,"(128, 64)",0.0003,300,1992,352,586,1.4382125830015866,0.8508852201703919,18225.60960702747,25770.509888243396,0.8565268188954043,18952.453674142715,33916.118679853476
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,2x128_64,2,"(128, 64)",0.0003,800,1992,352,586,1.4275562920083757,0.8508852201703919,18225.60960702747,25770.509888243396,0.8565268188954043,18952.453674142715,33916.118679853476
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,3x128_64_32,3,"(128, 64, 32)",0.01,300,1992,352,586,0.3158369579905411,0.8508753019307751,17966.761266945014,25771.366925494603,0.8300825313240169,19839.404132038344,36909.638976942224
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,3x128_64_32,3,"(128, 64, 32)",0.01,800,1992,352,586,0.31560854200506583,0.8508753019307751,17966.761266945014,25771.366925494603,0.8300825313240169,19839.404132038344,36909.638976942224
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,3x128_64_32,3,"(128, 64, 32)",0.001,300,1992,352,586,1.4371652080008062,0.829203921565428,19818.267838477346,27580.46684689135,0.8744363755720749,20156.3165479423,31728.731100209316
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,3x128_64_32,3,"(128, 64, 32)",0.001,800,1992,352,586,1.4343545000010636,0.829203921565428,19818.267838477346,27580.46684689135,0.8744363755720749,20156.3165479423,31728.731100209316
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,3x128_64_32,3,"(128, 64, 32)",0.0003,300,1992,352,586,1.4249237080075545,0.8404484241654165,18452.6868284797,26657.11923970756,0.8843311228681033,18844.618875637476,30452.92705996029
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.15,3x128_64_32,3,"(128, 64, 32)",0.0003,800,1992,352,586,1.4263769170065643,0.8404484241654165,18452.6868284797,26657.11923970756,0.8843311228681033,18844.618875637476,30452.92705996029
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,1x32,1,"(32,)",0.01,300,1875,469,586,0.1098429169942392,0.8646297579308189,18941.176585484238,25639.046780561002,0.8404472385777132,20163.80969595748,35766.21187953618
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,1x32,1,"(32,)",0.01,800,1875,469,586,0.10935308299667668,0.8646297579308189,18941.176585484238,25639.046780561002,0.8404472385777132,20163.80969595748,35766.21187953618
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,1x32,1,"(32,)",0.001,300,1875,469,586,0.5535613749962067,0.8710935138274325,18145.134079169995,25019.444164964923,0.8851695850204394,18598.258593697516,30342.352513024685
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,1x32,1,"(32,)",0.001,800,1875,469,586,0.5638211249897722,0.8710935138274325,18145.134079169995,25019.444164964923,0.8851695850204394,18598.258593697516,30342.352513024685
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,1x32,1,"(32,)",0.0003,300,1875,469,586,0.7996390420012176,0.8759274677140295,17716.895829256377,24545.851083150188,0.8804565262796156,18635.517062603933,30958.771461096352
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,1x32,1,"(32,)",0.0003,800,1875,469,586,0.8634081249911105,0.8756997969093535,17721.45886717571,24568.36135304415,0.8806278364435393,18642.21613825748,30936.580983199878
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,1x64,1,"(64,)",0.01,300,1875,469,586,0.16228583399788477,0.8765631063997527,18090.598675000103,24482.894654769105,0.8651309533756897,18150.964371123846,32883.41596772211
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,1x64,1,"(64,)",0.01,800,1875,469,586,0.16195183400122914,0.8765631063997527,18090.598675000103,24482.894654769105,0.8651309533756897,18150.964371123846,32883.41596772211
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,1x64,1,"(64,)",0.001,300,1875,469,586,0.539633791995584,0.872327819082962,17987.41118759747,24899.3729690275,0.8774546922970354,18555.26973919221,31345.061464549057
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,1x64,1,"(64,)",0.001,800,1875,469,586,0.5456140829919605,0.872327819082962,17987.41118759747,24899.3729690275,0.8774546922970354,18555.26973919221,31345.061464549057
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,1x64,1,"(64,)",0.0003,300,1875,469,586,0.7810014170099748,0.8769532717642825,17988.62133294357,24444.170665540292,0.8807188955619052,18288.302593961307,30924.77925683608
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,1x64,1,"(64,)",0.0003,800,1875,469,586,0.780911791996914,0.8769532717642825,17988.62133294357,24444.170665540292,0.8807188955619052,18288.302593961307,30924.77925683608
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,2x64_32,2,"(64, 32)",0.01,300,1875,469,586,0.16038041601132136,0.8724451779602497,18065.24075610359,24887.92633173935,0.8641359835209066,18954.55030216258,33004.48854635947
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,2x64_32,2,"(64, 32)",0.01,800,1875,469,586,0.16038241700152867,0.8724451779602497,18065.24075610359,24887.92633173935,0.8641359835209066,18954.55030216258,33004.48854635947
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,2x64_32,2,"(64, 32)",0.001,300,1875,469,586,0.7800515000126325,0.8423079851873244,19430.78997163747,27672.291447828993,0.8683102209648542,19648.0922382848,32493.524207523773
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,2x64_32,2,"(64, 32)",0.001,800,1875,469,586,0.7794731660105754,0.8423079851873244,19430.78997163747,27672.291447828993,0.8683102209648542,19648.0922382848,32493.524207523773
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,2x64_32,2,"(64, 32)",0.0003,300,1875,469,586,1.11141804199724,0.8522471154043105,18829.864426030454,26786.024159486606,0.8751332059718727,18057.441289756945,31640.567411146363
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,2x64_32,2,"(64, 32)",0.0003,800,1875,469,586,1.1039759580016835,0.8522471154043105,18829.864426030454,26786.024159486606,0.8751332059718727,18057.441289756945,31640.567411146363
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,2x128_64,2,"(128, 64)",0.01,300,1875,469,586,0.28373050001391675,0.7541876942978607,22468.181592031746,34549.525106006426,0.7300852406473104,27635.458347945925,46519.399398204005
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,2x128_64,2,"(128, 64)",0.01,800,1875,469,586,0.2847092499869177,0.7541876942978607,22468.181592031746,34549.525106006426,0.7300852406473104,27635.458347945925,46519.399398204005
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,2x128_64,2,"(128, 64)",0.001,300,1875,469,586,1.1015449999977136,0.8581255379760819,18553.675997409824,26247.76843120709,0.8611803916159554,19268.072483380754,33361.547685455516
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,2x128_64,2,"(128, 64)",0.001,800,1875,469,586,1.1065556249959627,0.8581255379760819,18553.675997409824,26247.76843120709,0.8611803916159554,19268.072483380754,33361.547685455516
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,2x128_64,2,"(128, 64)",0.0003,300,1875,469,586,1.344522874991526,0.8730057901038186,17605.94368618592,24833.174038540765,0.8708603679923983,18415.157261547243,32177.37076581517
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,2x128_64,2,"(128, 64)",0.0003,800,1875,469,586,1.3493571250000969,0.8730057901038186,17605.94368618592,24833.174038540765,0.8708603679923983,18415.157261547243,32177.37076581517
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,3x128_64_32,3,"(128, 64, 32)",0.01,300,1875,469,586,0.6022833339957288,0.8590140555160096,18406.40272297263,26165.448360511502,0.8408431678743381,19063.34805822834,35721.80748644914
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,3x128_64_32,3,"(128, 64, 32)",0.01,800,1875,469,586,0.6029060830041999,0.8590140555160096,18406.40272297263,26165.448360511502,0.8408431678743381,19063.34805822834,35721.80748644914
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,3x128_64_32,3,"(128, 64, 32)",0.001,300,1875,469,586,1.3746043749997625,0.8227149971693308,20651.054330364997,29341.09187763351,0.8680523567433589,20650.22031398217,32525.321738307804
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,3x128_64_32,3,"(128, 64, 32)",0.001,800,1875,469,586,1.3732494169962592,0.8227149971693308,20651.054330364997,29341.09187763351,0.8680523567433589,20650.22031398217,32525.321738307804
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,3x128_64_32,3,"(128, 64, 32)",0.0003,300,1875,469,586,1.7175751670001773,0.8404369993086555,19305.585545792383,27835.97062141261,0.8814897540026934,19277.652049390865,30824.69103798245
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.2,3x128_64_32,3,"(128, 64, 32)",0.0003,800,1875,469,586,1.718706542000291,0.8404369993086555,19305.585545792383,27835.97062141261,0.8814897540026934,19277.652049390865,30824.69103798245
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,1x32,1,"(32,)",0.01,300,1640,704,586,0.10900329099968076,0.8570417058013647,18728.45036569564,27700.626540637528,0.8444207037787153,18749.992975629895,35318.04729187398
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,1x32,1,"(32,)",0.01,800,1640,704,586,0.10950033299741335,0.8570417058013647,18728.45036569564,27700.626540637528,0.8444207037787153,18749.992975629895,35318.04729187398
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,1x32,1,"(32,)",0.001,300,1640,704,586,0.4491977500001667,0.8557327635656665,18641.440199277225,27827.152606395586,0.8765348939586465,18752.813000356193,31462.476149870352
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,1x32,1,"(32,)",0.001,800,1640,704,586,0.43923354099388234,0.8557327635656665,18641.440199277225,27827.152606395586,0.8765348939586465,18752.813000356193,31462.476149870352
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,1x32,1,"(32,)",0.0003,300,1640,704,586,0.6040509169979487,0.8513974595548242,19169.98748410065,28242.167890866353,0.8758524998163375,18848.079744035767,31549.303212985444
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,1x32,1,"(32,)",0.0003,800,1640,704,586,0.6186296670057345,0.8513974595548242,19169.98748410065,28242.167890866353,0.8758524998163375,18848.079744035767,31549.303212985444
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,1x64,1,"(64,)",0.01,300,1640,704,586,0.09556245899875648,0.8583619627023903,19067.73498345829,27572.41861268765,0.8614135971272807,18662.57453948862,33333.51358024114
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,1x64,1,"(64,)",0.01,800,1640,704,586,0.09585079200041946,0.8583619627023903,19067.73498345829,27572.41861268765,0.8614135971272807,18662.57453948862,33333.51358024114
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,1x64,1,"(64,)",0.001,300,1640,704,586,0.3842233339964878,0.8478020743984154,19244.169568518726,28581.780526747407,0.8734235237444182,18431.678421950797,31856.443073647355
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,1x64,1,"(64,)",0.001,800,1640,704,586,0.3841524579911493,0.8478020743984154,19244.169568518726,28581.780526747407,0.8734235237444182,18431.678421950797,31856.443073647355
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,1x64,1,"(64,)",0.0003,300,1640,704,586,0.8085417920083273,0.8504112174893533,19106.94572083888,28335.73140624298,0.8745730125703006,18475.54163546309,31711.46296762387
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,1x64,1,"(64,)",0.0003,800,1640,704,586,0.8063053339865291,0.8504112174893533,19106.94572083888,28335.73140624298,0.8745730125703006,18475.54163546309,31711.46296762387
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,2x64_32,2,"(64, 32)",0.01,300,1640,704,586,0.19833245799236465,0.8372775595267078,20631.572529894478,29553.4807100721,0.8638393167885922,20644.175724507422,33040.50247730216
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,2x64_32,2,"(64, 32)",0.01,800,1640,704,586,0.1986568339925725,0.8372775595267078,20631.572529894478,29553.4807100721,0.8638393167885922,20644.175724507422,33040.50247730216
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,2x64_32,2,"(64, 32)",0.001,300,1640,704,586,0.3562473749916535,0.8469633361419104,19153.667162200665,28660.42711813326,0.8788592841054855,17850.262934717488,31164.90808696135
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,2x64_32,2,"(64, 32)",0.001,800,1640,704,586,0.35714554200239945,0.8469633361419104,19153.667162200665,28660.42711813326,0.8788592841054855,17850.262934717488,31164.90808696135
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,2x64_32,2,"(64, 32)",0.0003,300,1640,704,586,0.853460707992781,0.8382221610824527,19483.40400032066,29467.57708431412,0.8735248959940616,18432.402051343674,31843.683964550255
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,2x64_32,2,"(64, 32)",0.0003,800,1640,704,586,0.8525582500005839,0.8382221610824527,19483.40400032066,29467.57708431412,0.8735248959940616,18432.402051343674,31843.683964550255
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,2x128_64,2,"(128, 64)",0.01,300,1640,704,586,0.34291449999727774,0.8555679483613081,19138.669075106616,27843.043354746304,0.8503481762176156,18942.451080317765,34638.71634635193
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,2x128_64,2,"(128, 64)",0.01,800,1640,704,586,0.34220704199105967,0.8555679483613081,19138.669075106616,27843.043354746304,0.8503481762176156,18942.451080317765,34638.71634635193
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,2x128_64,2,"(128, 64)",0.001,300,1640,704,586,0.7422060829994734,0.8510819526978531,18775.108121543875,28272.133303834547,0.8670068669597382,18830.13131293609,32653.925011120664
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,2x128_64,2,"(128, 64)",0.001,800,1640,704,586,0.7357634170039091,0.8510819526978531,18775.108121543875,28272.133303834547,0.8670068669597382,18830.13131293609,32653.925011120664
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,2x128_64,2,"(128, 64)",0.0003,300,1640,704,586,1.3923944999987725,0.8516701892268509,19194.425201081813,28216.239617730556,0.8701769662333071,19601.656830136246,32262.399101125706
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,2x128_64,2,"(128, 64)",0.0003,800,1640,704,586,1.3773054579942254,0.8516701892268509,19194.425201081813,28216.239617730556,0.8701769662333071,19601.656830136246,32262.399101125706
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,3x128_64_32,3,"(128, 64, 32)",0.01,300,1640,704,586,0.24433687499549706,0.8479735243209587,19502.471972800744,28565.677400285727,0.8363565193574358,19305.80917054151,36221.80903312719
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,3x128_64_32,3,"(128, 64, 32)",0.01,800,1640,704,586,0.24469999999564607,0.8479735243209587,19502.471972800744,28565.677400285727,0.8363565193574358,19305.80917054151,36221.80903312719
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,3x128_64_32,3,"(128, 64, 32)",0.001,300,1640,704,586,0.8815457500022603,0.8287544865324151,20085.076967491466,30317.57876006718,0.8634336102573317,19867.278596166147,33089.68986728152
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,3x128_64_32,3,"(128, 64, 32)",0.001,800,1640,704,586,0.8646917500009295,0.8287544865324151,20085.076967491466,30317.57876006718,0.8634336102573317,19867.278596166147,33089.68986728152
NeuralNetwork_MLP,numeriek_alles,"Overall Qual, Gr Liv Area, Total Bsmt SF, Lot Area, Year Built, Full Bath, Bedroom AbvGr",7,0.3,3x128_64_32,3,"(128, 64, 32)",0.0003,300,1640,704,586,1.7538131250039442,0.8283104173310207,20161.648020183497,30356.86266881348,0.8716796650360727,20133.040419950135,32075.137350967416
